ssn,last_updated,created
675-31-0953,2017-09-20T22:55:45Z,2016-01-09T18:15:03Z
675-41-4272,2017-07-30T14:15:09Z,2016-03-10T19:18:59Z
678-60-4630,2017-10-27T21:29:38Z,2016-10-29T08:46:33Z
679-22-5301,2017-03-04T17:47:51Z,2016-08-23T07:16:39Z
680-11-2707,2017-12-29T10:10:26Z,2016-07-13T12:11:36Z
681-72-2644,2017-12-14T23:56:34Z,2016-03-01T22:01:49Z
682-06-8032,2017-10-30T09:02:06Z,2016-07-26T13:53:52Z
682-68-1965,2017-05-15T06:47:27Z,2016-03-07T13:23:11Z
682-73-2035,2017-11-17T11:41:06Z,2016-09-23T15:20:47Z
684-49-8302,2017-05-17T08:35:15Z,2016-07-17T22:40:06Z
684-95-5429,2018-02-20T13:57:55Z,2016-09-06T18:26:18Z
686-22-5917,2017-04-16T16:32:39Z,2016-05-21T09:26:22Z
687-27-5241,2017-02-14T09:45:31Z,2016-10-29T23:44:20Z
687-98-6782,2018-03-12T05:36:23Z,2016-06-26T08:48:22Z
689-25-7868,2017-08-15T00:59:04Z,2016-03-22T10:29:14Z
690-61-7133,2017-10-19T02:16:19Z,2016-12-02T01:33:50Z
692-31-0697,2018-01-28T18:18:17Z,2016-05-22T21:42:24Z
692-38-3792,2017-05-08T07:45:55Z,2016-04-18T15:51:11Z
694-86-1783,2017-03-03T20:12:04Z,2016-05-07T08:22:45Z
695-51-8778,2017-04-27T06:36:27Z,2016-04-03T06:49:13Z
696-10-4037,2017-04-12T06:13:59Z,2016-05-14T00:18:27Z
696-45-6436,2017-03-08T07:13:38Z,2016-11-23T22:05:51Z
698-76-6576,2017-05-24T13:43:46Z,2016-06-13T13:12:48Z
698-94-3612,2018-03-02T20:18:21Z,2016-09-13T06:27:53Z
699-17-4497,2018-01-28T19:14:50Z,2016-07-01T08:02:58Z
700-49-1211,2017-07-30T16:04:54Z,2016-10-05T02:35:58Z
700-73-0102,2017-12-09T02:13:14Z,2016-12-10T13:15:01Z
701-06-8590,2017-02-28T13:36:13Z,2016-10-06T08:31:58Z
701-53-6262,2017-06-21T05:52:12Z,2016-02-24T05:03:23Z
702-02-6635,2017-03-15T02:47:39Z,2016-06-22T01:13:40Z
702-67-5109,2017-09-19T22:31:18Z,2016-11-02T14:50:30Z
704-72-4439,2017-05-01T16:53:24Z,2016-10-23T02:11:33Z
705-15-6989,2017-11-01T15:06:19Z,2016-07-15T21:23:23Z
705-98-0229,2017-08-30T12:22:27Z,2016-04-18T08:49:27Z
709-73-6600,2017-02-13T09:25:57Z,2016-06-11T05:51:57Z
714-55-2111,2017-12-20T02:09:58Z,2016-11-23T07:42:23Z
715-89-3174,2017-03-28T11:51:55Z,2016-12-30T03:39:33Z
717-91-7919,2017-06-04T08:32:28Z,2016-11-21T02:30:18Z
718-89-7490,2017-05-26T15:36:39Z,2016-11-19T04:10:20Z
718-91-6110,2017-06-04T04:54:29Z,2016-02-16T18:50:33Z
719-05-6621,2017-09-17T14:33:45Z,2016-05-09T18:56:22Z
719-96-8751,2017-06-09T04:59:08Z,2016-12-07T01:36:10Z
720-63-4381,2017-12-25T07:50:51Z,2016-09-30T14:57:45Z
722-30-1903,2017-03-04T04:26:48Z,2016-05-26T19:29:22Z
722-64-9283,2017-01-10T03:41:51Z,2016-02-06T23:09:16Z
723-36-6692,2017-07-19T07:29:55Z,2016-11-22T10:41:14Z
724-90-0728,2017-03-27T09:02:07Z,2016-08-22T18:36:49Z
725-23-0793,2017-08-05T14:59:13Z,2016-11-16T23:22:54Z
727-48-6769,2017-01-25T10:45:49Z,2016-01-17T15:04:05Z
727-82-4383,2017-05-30T09:56:17Z,2016-09-28T18:35:57Z
728-54-5322,2017-08-15T03:53:09Z,2016-06-10T23:47:18Z
729-95-1691,2017-03-15T07:34:31Z,2016-03-29T21:15:40Z
731-22-8474,2017-12-23T02:30:00Z,2016-02-04T14:11:45Z
733-29-1354,2017-04-03T17:34:09Z,2016-06-30T06:40:19Z
733-78-5243,2017-02-17T10:18:01Z,2016-11-15T06:29:00Z
735-42-4024,2017-12-24T08:06:06Z,2016-09-13T18:42:53Z
736-60-2127,2017-09-05T18:31:29Z,2016-08-13T08:19:59Z
737-89-8983,2017-05-21T16:07:36Z,2016-07-15T14:34:42Z
738-38-4091,2017-11-29T13:09:59Z,2016-06-09T21:05:36Z
738-65-3635,2018-03-16T06:32:33Z,2016-02-28T11:38:16Z
740-64-7874,2017-08-12T20:45:10Z,2016-08-03T14:00:00Z
741-53-2153,2017-11-10T10:12:08Z,2016-06-17T22:23:46Z
741-56-7694,2017-08-24T02:44:18Z,2016-07-04T05:40:34Z
741-90-1249,2017-08-19T23:01:21Z,2016-03-29T23:29:59Z
743-75-2371,2017-12-27T09:33:42Z,2016-05-06T13:55:20Z
743-87-2936,2017-03-20T12:04:31Z,2016-04-25T16:46:48Z
744-87-2990,2018-01-05T02:08:06Z,2016-05-30T06:08:25Z
745-19-1777,2017-12-10T05:19:31Z,2016-09-24T05:16:01Z
746-55-1405,2018-03-19T22:03:58Z,2016-05-09T20:19:17Z
747-12-8456,2017-10-31T19:25:51Z,2016-02-09T13:36:38Z
749-85-8879,2018-03-15T11:44:12Z,2016-08-16T12:10:53Z
753-94-0630,2017-07-10T10:20:56Z,2016-08-09T23:36:27Z
753-98-5796,2017-04-12T03:50:04Z,2016-07-31T18:20:35Z
754-28-9729,2017-01-26T01:29:36Z,2016-11-26T20:01:18Z
754-49-4659,2017-03-15T20:21:58Z,2016-05-23T22:18:13Z
755-08-4000,2017-02-09T09:44:00Z,2016-04-22T18:06:55Z
756-40-2283,2017-12-11T03:00:57Z,2016-07-13T09:13:41Z
758-20-5576,2017-05-31T12:09:25Z,2016-04-23T00:47:19Z
761-01-2227,2017-06-28T02:36:32Z,2016-09-18T04:30:32Z
761-64-5650,2017-12-05T03:51:14Z,2016-09-05T12:55:59Z
762-43-8029,2017-09-27T08:58:46Z,2016-04-25T19:17:14Z
763-09-1587,2017-01-22T12:35:38Z,2016-11-24T19:46:06Z
764-93-2248,2017-11-26T01:41:24Z,2016-09-28T17:49:11Z
765-35-8117,2018-01-09T18:02:38Z,2016-02-15T20:23:54Z
765-45-5973,2018-02-21T23:13:46Z,2016-12-07T23:05:35Z
765-87-9144,2017-07-10T16:23:32Z,2016-11-04T17:25:08Z
767-05-4859,2018-01-31T21:21:01Z,2016-01-27T09:33:55Z
767-55-6767,2017-04-20T11:34:08Z,2016-06-27T19:32:03Z
768-54-5764,2017-08-30T01:27:30Z,2016-06-29T17:01:52Z
768-74-8540,2017-11-26T21:46:34Z,2016-10-20T21:46:50Z
770-61-8252,2018-02-03T13:33:14Z,2016-04-17T06:15:58Z
771-20-6900,2017-11-23T12:17:15Z,2016-08-30T12:37:04Z
771-71-0505,2017-07-13T12:42:39Z,2016-03-07T13:28:27Z
773-21-9639,2018-03-02T08:43:41Z,2016-02-07T11:06:08Z
773-53-7438,2017-12-19T01:55:17Z,2016-11-09T02:56:26Z
773-82-1734,2018-03-18T02:18:27Z,2016-02-25T17:48:36Z
774-08-5376,2017-03-12T02:08:02Z,2016-04-27T17:03:03Z
775-09-9949,2017-06-02T15:49:20Z,2016-02-16T01:01:56Z
777-05-1491,2017-12-04T00:30:27Z,2016-11-18T15:01:06Z
777-68-2978,2018-01-16T09:16:18Z,2016-10-01T07:34:26Z
777-94-4586,2017-12-31T01:14:06Z,2016-01-05T01:14:12Z
778-74-8262,2017-02-05T11:21:48Z,2016-08-07T11:55:04Z
779-59-1449,2017-12-11T23:10:58Z,2016-07-28T01:52:02Z
780-69-8282,2018-03-30T05:53:21Z,2016-05-14T22:09:03Z
781-88-2076,2017-04-19T07:31:17Z,2016-04-11T20:43:18Z
782-46-9660,2017-04-01T05:08:18Z,2016-01-01T08:04:02Z
782-60-6848,2017-11-15T03:57:38Z,2016-09-20T22:18:05Z
783-22-9258,2017-09-24T10:26:26Z,2016-08-15T14:08:12Z
784-88-0730,2018-03-21T03:30:28Z,2016-05-13T11:04:30Z
785-14-5978,2017-06-07T10:58:05Z,2016-12-24T15:17:46Z
786-56-3561,2017-03-26T03:19:25Z,2016-06-09T18:03:55Z
786-63-6223,2017-10-28T07:13:44Z,2016-02-27T05:20:02Z
787-05-9008,2018-03-09T00:38:25Z,2016-06-28T01:11:13Z
787-09-5697,2017-08-09T08:21:11Z,2016-07-06T12:51:06Z
787-10-7877,2017-02-25T00:07:52Z,2016-03-12T16:12:35Z
788-15-2625,2017-04-15T18:33:44Z,2016-03-06T13:43:25Z
789-70-1821,2017-11-03T11:08:28Z,2016-02-03T05:46:32Z
790-04-1283,2017-10-27T13:54:32Z,2016-06-07T20:42:37Z
792-71-8046,2017-05-14T21:01:04Z,2016-03-17T22:35:16Z
794-24-3802,2018-01-12T23:56:57Z,2016-02-23T01:42:06Z
795-56-6486,2018-02-01T02:41:25Z,2016-04-27T00:12:34Z
795-77-5263,2017-03-24T22:00:29Z,2016-10-23T17:41:19Z
797-05-2289,2018-01-18T18:54:47Z,2016-05-08T19:38:28Z
797-25-9814,2017-11-17T21:58:14Z,2016-05-16T14:28:50Z
797-65-2382,2017-01-24T12:07:57Z,2016-02-25T16:22:08Z
797-87-7992,2018-02-24T14:55:36Z,2016-10-19T09:48:40Z
798-34-1082,2017-03-22T13:48:42Z,2016-07-18T12:49:34Z
798-65-5644,2017-11-29T05:03:57Z,2016-12-05T04:31:19Z
800-06-9721,2017-06-15T11:45:18Z,2016-10-06T04:19:10Z
801-08-8313,2017-06-06T18:04:07Z,2016-02-17T16:51:58Z
801-92-6460,2017-05-30T19:12:17Z,2016-11-03T07:17:01Z
801-99-2773,2017-08-21T10:25:47Z,2016-07-26T08:24:12Z
804-46-0617,2017-06-09T18:37:10Z,2016-11-06T06:36:15Z
807-13-5922,2017-03-12T16:29:50Z,2016-06-17T23:04:05Z
807-24-6202,2017-12-22T04:19:35Z,2016-02-20T03:53:16Z
807-25-6136,2017-07-10T21:58:09Z,2016-06-30T11:32:14Z
807-35-8936,2017-03-10T08:11:51Z,2016-05-20T15:53:34Z
807-50-8539,2017-08-25T17:02:07Z,2016-11-17T19:43:48Z
807-60-5615,2017-01-20T08:10:18Z,2016-01-21T10:04:00Z
808-55-8658,2017-09-30T09:38:27Z,2016-09-23T12:37:50Z
808-80-2542,2018-01-03T12:45:59Z,2016-02-02T04:18:46Z
811-65-2750,2017-06-11T23:31:14Z,2016-02-20T08:23:25Z
812-11-9403,2017-05-15T16:09:23Z,2016-08-30T15:39:09Z
813-42-4142,2017-10-17T13:20:22Z,2016-03-03T04:54:04Z
813-47-5215,2017-07-17T00:22:01Z,2016-10-02T05:04:12Z
815-83-0300,2017-09-24T05:16:56Z,2016-05-30T02:41:36Z
816-31-3858,2017-04-13T04:17:11Z,2016-07-30T02:46:27Z
816-47-4782,2017-09-09T12:11:28Z,2016-11-24T12:43:20Z
816-90-2049,2018-02-16T01:29:23Z,2016-10-25T07:25:19Z
817-04-1950,2017-05-24T08:43:21Z,2016-07-02T12:04:51Z
817-25-7437,2017-11-27T05:44:31Z,2016-07-06T06:49:02Z
817-80-8930,2017-10-15T05:52:17Z,2016-01-25T15:09:01Z
818-61-0770,2017-11-24T15:25:51Z,2016-08-12T07:54:17Z
819-52-5886,2018-02-24T20:44:53Z,2016-03-02T02:24:48Z
819-64-1414,2017-08-26T05:23:58Z,2016-12-12T12:04:14Z
820-96-1105,2017-06-11T20:41:22Z,2016-02-14T02:38:15Z
822-05-9037,2017-11-14T06:43:11Z,2016-03-28T01:05:25Z
822-30-4861,2018-03-06T15:41:52Z,2016-11-05T05:11:25Z
823-27-0762,2017-07-09T16:33:59Z,2016-04-19T13:46:43Z
823-75-5753,2017-11-26T01:36:57Z,2016-01-27T23:15:38Z
824-89-4169,2017-03-30T13:22:12Z,2016-11-16T16:43:21Z
826-97-8029,2018-02-26T23:21:58Z,2016-05-15T14:51:21Z
827-62-4599,2017-03-15T23:54:01Z,2016-05-21T18:17:57Z
830-23-1573,2017-02-20T23:42:00Z,2016-09-01T00:06:49Z
831-44-3286,2017-02-19T02:38:55Z,2016-05-05T03:07:14Z
833-01-1428,2017-09-22T05:07:13Z,2016-12-14T04:03:53Z
835-54-3785,2017-06-10T08:36:26Z,2016-10-04T20:10:40Z
836-40-1837,2017-11-13T06:07:05Z,2016-02-13T05:04:28Z
836-99-3309,2018-01-04T11:10:54Z,2016-09-30T11:25:21Z
837-76-5619,2017-06-28T08:29:54Z,2016-11-03T20:08:35Z
838-69-1351,2017-12-30T01:53:27Z,2016-04-27T22:22:15Z
840-41-7929,2017-07-21T04:56:59Z,2016-02-14T06:25:05Z
841-64-8517,2017-12-17T05:13:41Z,2016-06-28T23:17:28Z
842-90-7557,2017-05-13T22:21:23Z,2016-05-30T14:24:20Z
844-15-4668,2017-07-09T22:12:16Z,2016-03-27T02:46:16Z
844-50-7305,2018-01-30T07:49:07Z,2016-08-16T12:42:56Z
846-07-1407,2017-07-10T17:48:49Z,2016-03-05T11:53:15Z
846-09-9851,2017-01-25T03:03:59Z,2016-04-26T18:41:28Z
846-59-9961,2017-02-20T03:04:34Z,2016-12-28T20:41:47Z
847-34-4817,2017-02-13T03:31:14Z,2016-02-02T21:15:15Z
847-61-7656,2017-12-19T09:38:38Z,2016-01-30T09:05:32Z
848-58-3386,2018-01-21T04:10:03Z,2016-03-18T01:51:27Z
848-74-2886,2017-04-28T22:57:18Z,2016-03-16T18:07:48Z
848-76-8808,2017-01-09T20:35:16Z,2016-08-06T21:44:44Z
849-31-1551,2017-07-22T06:54:46Z,2016-04-01T21:35:44Z
849-64-6624,2018-03-23T20:28:43Z,2016-01-10T18:03:17Z
849-98-2973,2017-08-20T13:10:57Z,2016-02-26T02:40:54Z
851-94-2162,2017-10-15T12:43:02Z,2016-11-28T14:34:31Z
852-15-7707,2017-12-07T23:31:37Z,2016-03-17T17:39:10Z
853-11-8953,2017-12-30T00:36:43Z,2016-12-24T23:34:04Z
853-47-3648,2017-11-24T19:37:50Z,2016-04-22T21:36:41Z
854-68-7635,2017-05-16T14:22:39Z,2016-04-29T05:03:11Z
854-71-2983,2017-09-06T20:53:09Z,2016-11-07T05:47:14Z
854-79-5334,2017-08-29T17:57:56Z,2016-03-27T18:30:18Z
856-18-3980,2017-01-20T20:28:10Z,2016-12-08T06:52:33Z
856-27-9112,2017-12-25T10:25:28Z,2016-03-24T04:01:59Z
856-67-4080,2018-03-13T21:23:09Z,2016-06-22T03:53:18Z
857-37-5902,2018-01-20T14:44:07Z,2016-10-23T21:56:28Z
858-03-7735,2017-04-30T08:14:24Z,2016-09-04T08:24:03Z
858-27-9190,2017-02-06T07:12:02Z,2016-12-25T16:52:09Z
860-67-0256,2017-01-09T22:49:48Z,2016-02-06T04:59:26Z
860-89-2570,2017-04-15T11:12:57Z,2016-06-22T23:23:09Z
861-50-6716,2018-03-30T21:07:08Z,2016-09-16T09:12:34Z
862-20-0653,2017-05-03T14:37:42Z,2016-02-04T14:11:40Z
864-22-9364,2017-02-04T13:53:10Z,2016-12-28T00:33:08Z
864-91-7489,2017-02-03T17:51:18Z,2016-02-14T03:07:23Z
866-18-1440,2017-05-31T04:28:19Z,2016-02-02T17:47:22Z
866-53-0625,2018-02-24T20:22:43Z,2016-12-15T22:59:20Z
867-11-6007,2018-01-25T04:02:04Z,2016-10-31T14:12:16Z
867-13-6844,2017-10-31T17:48:23Z,2016-07-17T09:50:07Z
867-88-2360,2018-03-11T16:42:31Z,2016-11-04T18:34:52Z
868-32-1805,2017-09-29T17:46:17Z,2016-11-14T01:26:32Z
870-12-6609,2017-01-19T03:43:35Z,2016-06-24T16:43:15Z
870-93-1121,2017-03-03T03:45:30Z,2016-06-21T17:01:53Z
871-99-3191,2017-05-08T08:24:12Z,2016-02-27T15:43:26Z
872-18-9267,2018-03-22T21:11:58Z,2016-04-27T03:27:17Z
872-49-1288,2017-12-06T02:19:08Z,2016-06-10T10:05:19Z
873-36-4733,2017-07-23T01:30:05Z,2016-07-08T07:10:52Z
875-18-9454,2017-03-14T04:45:19Z,2016-08-19T18:23:57Z
875-75-0495,2017-12-03T21:27:47Z,2016-06-12T12:36:44Z
878-12-8265,2017-01-11T18:36:16Z,2016-03-14T14:30:37Z
880-22-4449,2017-01-13T19:50:26Z,2016-06-11T20:35:38Z
881-19-5974,2018-02-04T17:29:28Z,2016-10-05T21:57:12Z
881-88-7308,2017-08-11T11:40:28Z,2016-01-18T12:51:00Z
881-95-7180,2018-01-29T16:06:26Z,2016-11-24T12:12:51Z
882-49-5290,2017-02-10T19:26:08Z,2016-08-27T05:43:05Z
884-61-1852,2017-01-09T19:30:49Z,2016-03-18T22:13:06Z
887-41-7878,2017-03-27T13:38:47Z,2016-09-14T09:26:53Z
887-83-9002,2017-12-19T06:24:25Z,2016-05-30T02:40:28Z
888-50-7008,2018-03-06T16:54:20Z,2016-06-09T11:03:40Z
888-53-7684,2017-09-05T00:30:00Z,2016-02-12T01:35:59Z
888-82-4928,2017-12-08T14:02:48Z,2016-11-09T10:04:16Z
890-28-9962,2018-01-06T09:34:59Z,2016-02-22T15:24:59Z
893-12-0901,2018-03-27T01:24:58Z,2016-06-14T02:41:25Z
893-17-7318,2017-07-23T07:11:51Z,2016-02-28T08:01:12Z
894-81-0628,2017-03-07T04:08:28Z,2016-07-09T11:43:17Z
895-26-1658,2017-04-01T22:22:05Z,2016-11-22T06:57:45Z
895-26-5515,2017-05-13T05:52:27Z,2016-03-24T07:34:14Z
897-76-7070,2017-11-27T19:04:22Z,2016-12-12T07:39:48Z
898-03-3165,2017-06-01T19:18:49Z,2016-07-20T21:40:02Z
898-86-8860,2017-07-03T14:27:26Z,2016-11-23T23:34:17Z
899-09-1766,2017-07-31T02:26:57Z,2016-10-27T18:41:56Z
899-39-7179,2017-08-02T13:32:33Z,2016-07-27T12:47:05Z
899-39-7378,2017-03-27T19:31:32Z,2016-09-04T15:09:22Z
899-47-6116,2017-06-10T11:20:41Z,2016-04-29T12:25:23Z
